Komuna,Viti Akademik,Niveli Akademik,Mosha,Gjinia,Numri i nxenesve
Kline,2019,Mesem i larte,15-18,Femer,789
Kline,2019,Institucionet publike parauniversitare,18-19,Mashkull,3902
Kline,2019,Institucionet publike parauniversitare,18-19,Femer,3834
Kline,2020,Para-fillor,5-6,Mashkull,256
Kline,2020,Para-fillor,5-6,Femer,249
Kline,2020,Fillor mesem i ulet,6-15,Mashkull,2705
Kline,2020,Fillor mesem i ulet,6-15,Femer,2621
Kline,2020,Mesem i larte,15-18,Mashkull,728
Kline,2020,Mesem i larte,15-18,Femer,718
Kline,2020,Institucionet publike parauniversitare,18-19,Mashkull,3733
Kline,2020,Institucionet publike parauniversitare,18-19,Femer,3631
Kline,2021,Para-fillor,5-6,Mashkull,225
Kline,2021,Para-fillor,5-6,Femer,207
Kline,2021,Fillor mesem i ulet,6-15,Mashkull,2577
Kline,2021,Fillor mesem i ulet,6-15,Femer,2495
Kline,2021,Mesem i larte,15-18,Mashkull,683
Kline,2021,Mesem i larte,15-18,Femer,662
Kline,2021,Institucionet publike parauniversitare,18-19,Mashkull,3530
Kline,2021,Institucionet publike parauniversitare,18-19,Femer,3422
Kline,2022,Para-fillor,5-6,Mashkull,197
Kline,2022,Para-fillor,5-6,Femer,195
Kline,2022,Fillor mesem i ulet,6-15,Mashkull,2448
Kline,2022,Fillor mesem i ulet,6-15,Femer,2407
Kline,2022,Mesem i larte,15-18,Mashkull,671
Kline,2022,Mesem i larte,15-18,Femer,613
Kline,2022,Institucionet publike parauniversitare,18-19,Mashkull,3369
Kline,2022,Institucionet publike parauniversitare,18-19,Femer,3289
Kline,2023,Para-fillor,5-6,Mashkull,209
Kline,2023,Para-fillor,5-6,Femer,219
Kline,2023,Fillor mesem i ulet,6-15,Mashkull,2394
Kline,2023,Fillor mesem i ulet,6-15,Femer,2290
Kline,2023,Mesem i larte,15-18,Mashkull,647
Kline,2023,Mesem i larte,15-18,Femer,631
Kline,2023,Institucionet publike parauniversitare,18-19,Mashkull,3318
Kline,2023,Institucionet publike parauniversitare,18-19,Femer,3206
Kllokot,2015,Para-fillor,5-6,Mashkull,5
Kllokot,2015,Para-fillor,5-6,Femer,12
Kllokot,2015,Fillor mesem i ulet,6-15,Mashkull,81
Kllokot,2015,Fillor mesem i ulet,6-15,Femer,60
Kllokot,2015,Mesem i larte,15-18,Mashkull,60
Kllokot,2015,Mesem i larte,15-18,Femer,60
Kllokot,2015,Institucionet publike parauniversitare,18-19,Mashkull,86
Kllokot,2015,Institucionet publike parauniversitare,18-19,Femer,72
Kllokot,2016,Para-fillor,5-6,Mashkull,5
Kllokot,2016,Para-fillor,5-6,Femer,4
Kllokot,2016,Fillor mesem i ulet,6-15,Mashkull,60
Kllokot,2016,Fillor mesem i ulet,6-15,Femer,67
Kllokot,2016,Mesem i larte,15-18,Mashkull,67
Kllokot,2016,Mesem i larte,15-18,Femer,67
Kllokot,2016,Institucionet publike parauniversitare,18-19,Mashkull,65
Kllokot,2016,Institucionet publike parauniversitare,18-19,Femer,71
Kllokot,2017,Para-fillor,5-6,Mashkull,7
Kllokot,2017,Para-fillor,5-6,Femer,3
Kllokot,2017,Fillor mesem i ulet,6-15,Mashkull,57
Kllokot,2017,Fillor mesem i ulet,6-15,Femer,61
Kllokot,2017,Mesem i larte,15-18,Mashkull,0
Kllokot,2017,Mesem i larte,15-18,Femer,0
Kllokot,2017,Institucionet publike parauniversitare,18-19,Mashkull,64
Kllokot,2017,Institucionet publike parauniversitare,18-19,Femer,64
Kllokot,2018,Para-fillor,5-6,Mashkull,0
Kllokot,2018,Para-fillor,5-6,Femer,0
Kllokot,2018,Fillor mesem i ulet,6-15,Mashkull,57
Kllokot,2018,Fillor mesem i ulet,6-15,Femer,59
Kllokot,2018,Mesem i larte,15-18,Mashkull,0
Kllokot,2018,Mesem i larte,15-18,Femer,0
Kllokot,2018,Institucionet publike parauniversitare,18-19,Mashkull,57
Kllokot,2018,Institucionet publike parauniversitare,18-19,Femer,59
Kllokot,2019,Para-fillor,5-6,Mashkull,0
Kllokot,2019,Para-fillor,5-6,Femer,0
Kllokot,2019,Fillor mesem i ulet,6-15,Mashkull,62
Kllokot,2019,Fillor mesem i ulet,6-15,Femer,53
Kllokot,2019,Mesem i larte,15-18,Mashkull,0
Kllokot,2019,Mesem i larte,15-18,Femer,0
Kllokot,2019,Institucionet publike parauniversitare,18-19,Mashkull,62
Kllokot,2019,Institucionet publike parauniversitare,18-19,Femer,53
Kllokot,2020,Para-fillor,5-6,Mashkull,0
Kllokot,2020,Para-fillor,5-6,Femer,0
Kllokot,2020,Fillor mesem i ulet,6-15,Mashkull,53
Kllokot,2020,Fillor mesem i ulet,6-15,Femer,51
Kllokot,2020,Mesem i larte,15-18,Mashkull,0
Kllokot,2020,Mesem i larte,15-18,Femer,0
Kllokot,2020,Institucionet publike parauniversitare,18-19,Mashkull,53
Kllokot,2020,Institucionet publike parauniversitare,18-19,Femer,51
Kllokot,2021,Para-fillor,5-6,Mashkull,10
Kllokot,2021,Para-fillor,5-6,Femer,4
Kllokot,2021,Fillor mesem i ulet,6-15,Mashkull,44
Kllokot,2021,Fillor mesem i ulet,6-15,Femer,51
Kllokot,2021,Mesem i larte,15-18,Mashkull,0
Kllokot,2021,Mesem i larte,15-18,Femer,0
Kllokot,2021,Institucionet publike parauniversitare,18-19,Mashkull,54
Kllokot,2021,Institucionet publike parauniversitare,18-19,Femer,55
Kllokot,2022,Para-fillor,5-6,Mashkull,3
Kllokot,2022,Para-fillor,5-6,Femer,4
Kllokot,2022,Fillor mesem i ulet,6-15,Mashkull,46
Kllokot,2022,Fillor mesem i ulet,6-15,Femer,51
Kllokot,2022,Mesem i larte,15-18,Mashkull,0
Kllokot,2022,Mesem i larte,15-18,Femer,0
Kllokot,2022,Institucionet publike parauniversitare,18-19,Mashkull,49
Kllokot,2022,Institucionet publike parauniversitare,18-19,Femer,55
Kllokot,2023,Para-fillor,5-6,Mashkull,3
Kllokot,2023,Para-fillor,5-6,Femer,5
Kllokot,2023,Fillor mesem i ulet,6-15,Mashkull,44
Kllokot,2023,Fillor mesem i ulet,6-15,Femer,45
Kllokot,2023,Mesem i larte,15-18,Mashkull,0
Kllokot,2023,Mesem i larte,15-18,Femer,0
Kllokot,2023,Institucionet publike parauniversitare,18-19,Mashkull,47
Kllokot,2023,Institucionet publike parauniversitare,18-19,Femer,50
Leposaviq,2015,Para-fillor,5-6,Mashkull,14
Leposaviq,2015,Para-fillor,5-6,Femer,14
Leposaviq,2015,Fillor mesem i ulet,6-15,Mashkull,14
Leposaviq,2015,Fillor mesem i ulet,6-15,Femer,16
Leposaviq,2015,Mesem i larte,15-18,Mashkull,0
Leposaviq,2015,Mesem i larte,15-18,Femer,0
Leposaviq,2015,Institucionet publike parauniversitare,18-19,Mashkull,14
Leposaviq,2015,Institucionet publike parauniversitare,18-19,Femer,16
Leposaviq,2016,Para-fillor,5-6,Mashkull,0
Leposaviq,2016,Para-fillor,5-6,Femer,0
Leposaviq,2016,Fillor mesem i ulet,6-15,Mashkull,14
Leposaviq,2016,Fillor mesem i ulet,6-15,Femer,15
Leposaviq,2016,Mesem i larte,15-18,Mashkull,0
Leposaviq,2016,Mesem i larte,15-18,Femer,0
Leposaviq,2016,Institucionet publike parauniversitare,18-19,Mashkull,14
Leposaviq,2016,Institucionet publike parauniversitare,18-19,Femer,15
Leposaviq,2017,Para-fillor,5-6,Mashkull,0
Leposaviq,2017,Para-fillor,5-6,Femer,0
Leposaviq,2017,Fillor mesem i ulet,6-15,Mashkull,14
Leposaviq,2017,Fillor mesem i ulet,6-15,Femer,10
Leposaviq,2017,Mesem i larte,15-18,Mashkull,10
Leposaviq,2017,Mesem i larte,15-18,Femer,10
Leposaviq,2017,Institucionet publike parauniversitare,18-19,Mashkull,14
Leposaviq,2017,Institucionet publike parauniversitare,18-19,Femer,10
Leposaviq,2018,Para-fillor,5-6,Mashkull,0
Leposaviq,2018,Para-fillor,5-6,Femer,0
Leposaviq,2018,Fillor mesem i ulet,6-15,Mashkull,13
Leposaviq,2018,Fillor mesem i ulet,6-15,Femer,9
Leposaviq,2018,Mesem i larte,15-18,Mashkull,0
Leposaviq,2018,Mesem i larte,15-18,Femer,0
Leposaviq,2018,Institucionet publike parauniversitare,18-19,Mashkull,13
Leposaviq,2018,Institucionet publike parauniversitare,18-19,Femer,9
Leposaviq,2019,Para-fillor,5-6,Mashkull,0
Leposaviq,2019,Para-fillor,5-6,Femer,0
Leposaviq,2019,Fillor mesem i ulet,6-15,Mashkull,11
Leposaviq,2019,Fillor mesem i ulet,6-15,Femer,7
Leposaviq,2019,Mesem i larte,15-18,Mashkull,0
Leposaviq,2019,Mesem i larte,15-18,Femer,0
Leposaviq,2019,Institucionet publike parauniversitare,18-19,Mashkull,11
Leposaviq,2019,Institucionet publike parauniversitare,18-19,Femer,7
Leposaviq,2020,Para-fillor,5-6,Mashkull,0
Leposaviq,2020,Para-fillor,5-6,Femer,0
Leposaviq,2020,Fillor mesem i ulet,6-15,Mashkull,11
Leposaviq,2020,Fillor mesem i ulet,6-15,Femer,5
Leposaviq,2020,Mesem i larte,15-18,Mashkull,0
Leposaviq,2020,Mesem i larte,15-18,Femer,0
Leposaviq,2020,Institucionet publike parauniversitare,18-19,Mashkull,11
Leposaviq,2020,Institucionet publike parauniversitare,18-19,Femer,5
Leposaviq,2021,Para-fillor,5-6,Mashkull,0
Leposaviq,2021,Para-fillor,5-6,Femer,0
Leposaviq,2021,Fillor mesem i ulet,6-15,Mashkull,13
Leposaviq,2021,Fillor mesem i ulet,6-15,Femer,4
Leposaviq,2021,Mesem i larte,15-18,Mashkull,0
Leposaviq,2021,Mesem i larte,15-18,Femer,0
Leposaviq,2021,Institucionet publike parauniversitare,18-19,Mashkull,13
Leposaviq,2021,Institucionet publike parauniversitare,18-19,Femer,4
Leposaviq,2022,Para-fillor,5-6,Mashkull,0
Leposaviq,2022,Para-fillor,5-6,Femer,0
Leposaviq,2022,Fillor mesem i ulet,6-15,Mashkull,12
Leposaviq,2022,Fillor mesem i ulet,6-15,Femer,4
Leposaviq,2022,Mesem i larte,15-18,Mashkull,0
Leposaviq,2022,Mesem i larte,15-18,Femer,0
Leposaviq,2022,Institucionet publike parauniversitare,18-19,Mashkull,12
Leposaviq,2022,Institucionet publike parauniversitare,18-19,Femer,4
Leposaviq,2023,Para-fillor,5-6,Mashkull,0
Leposaviq,2023,Para-fillor,5-6,Femer,0
Leposaviq,2023,Fillor mesem i ulet,6-15,Mashkull,13
Leposaviq,2023,Fillor mesem i ulet,6-15,Femer,4
Leposaviq,2023,Mesem i larte,15-18,Mashkull,0
Leposaviq,2023,Mesem i larte,15-18,Femer,0
Leposaviq,2023,Institucionet publike parauniversitare,18-19,Mashkull,13
Leposaviq,2023,Institucionet publike parauniversitare,18-19,Femer,4
Lipjan,2015,Para-fillor,5-6,Mashkull,440
Lipjan,2015,Para-fillor,5-6,Femer,370
Lipjan,2015,Fillor mesem i ulet,6-15,Mashkull,4951
Lipjan,2015,Fillor mesem i ulet,6-15,Femer,4630
Lipjan,2015,Mesem i larte,15-18,Mashkull,1566
Lipjan,2015,Mesem i larte,15-18,Femer,1329
Lipjan,2015,Institucionet publike parauniversitare,18-19,Mashkull,7011
Lipjan,2015,Institucionet publike parauniversitare,18-19,Femer,6363
Lipjan,2016,Para-fillor,5-6,Mashkull,476
Lipjan,2016,Para-fillor,5-6,Femer,433
Lipjan,2016,Fillor mesem i ulet,6-15,Mashkull,4741
Lipjan,2016,Fillor mesem i ulet,6-15,Femer,4441
Lipjan,2016,Mesem i larte,15-18,Mashkull,1645
Lipjan,2016,Mesem i larte,15-18,Femer,1461
Lipjan,2016,Institucionet publike parauniversitare,18-19,Mashkull,6899
Lipjan,2016,Institucionet publike parauniversitare,18-19,Femer,6356
Lipjan,2017,Para-fillor,5-6,Mashkull,508
Lipjan,2017,Para-fillor,5-6,Femer,409
Lipjan,2017,Fillor mesem i ulet,6-15,Mashkull,4656
Lipjan,2017,Fillor mesem i ulet,6-15,Femer,4331
Lipjan,2017,Mesem i larte,15-18,Mashkull,1657
Lipjan,2017,Mesem i larte,15-18,Femer,1524
Lipjan,2017,Institucionet publike parauniversitare,18-19,Mashkull,6876
Lipjan,2017,Institucionet publike parauniversitare,18-19,Femer,6296
Lipjan,2018,Para-fillor,5-6,Mashkull,457
Lipjan,2018,Para-fillor,5-6,Femer,414
Lipjan,2018,Fillor mesem i ulet,6-15,Mashkull,4616
Lipjan,2018,Fillor mesem i ulet,6-15,Femer,4294
Lipjan,2018,Mesem i larte,15-18,Mashkull,1497
Lipjan,2018,Mesem i larte,15-18,Femer,1468
Lipjan,2018,Institucionet publike parauniversitare,18-19,Mashkull,6613
Lipjan,2018,Institucionet publike parauniversitare,18-19,Femer,6212
Lipjan,2019,Para-fillor,5-6,Mashkull,458
Lipjan,2019,Para-fillor,5-6,Femer,453
Lipjan,2019,Fillor mesem i ulet,6-15,Mashkull,4504
Lipjan,2019,Fillor mesem i ulet,6-15,Femer,4189
Lipjan,2019,Mesem i larte,15-18,Mashkull,1363
Lipjan,2019,Mesem i larte,15-18,Femer,1327
Lipjan,2019,Institucionet publike parauniversitare,18-19,Mashkull,6371
Lipjan,2019,Institucionet publike parauniversitare,18-19,Femer,6009
Lipjan,2020,Para-fillor,5-6,Mashkull,429
Lipjan,2020,Para-fillor,5-6,Femer,385
Lipjan,2020,Fillor mesem i ulet,6-15,Mashkull,4427
Lipjan,2020,Fillor mesem i ulet,6-15,Femer,4111
Lipjan,2020,Mesem i larte,15-18,Mashkull,1342
Lipjan,2020,Mesem i larte,15-18,Femer,1243
Lipjan,2020,Institucionet publike parauniversitare,18-19,Mashkull,6254
Lipjan,2020,Institucionet publike parauniversitare,18-19,Femer,5801
Lipjan,2021,Para-fillor,5-6,Mashkull,419
Lipjan,2021,Para-fillor,5-6,Femer,399
Lipjan,2021,Fillor mesem i ulet,6-15,Mashkull,4403
Lipjan,2021,Fillor mesem i ulet,6-15,Femer,3993
Lipjan,2021,Mesem i larte,15-18,Mashkull,1263
Lipjan,2021,Mesem i larte,15-18,Femer,1218
Lipjan,2021,Institucionet publike parauniversitare,18-19,Mashkull,6181
Lipjan,2021,Institucionet publike parauniversitare,18-19,Femer,5695
Lipjan,2022,Para-fillor,5-6,Mashkull,405
Lipjan,2022,Para-fillor,5-6,Femer,390
Lipjan,2022,Fillor mesem i ulet,6-15,Mashkull,4319
Lipjan,2022,Fillor mesem i ulet,6-15,Femer,3925
Lipjan,2022,Mesem i larte,15-18,Mashkull,1193
Lipjan,2022,Mesem i larte,15-18,Femer,1102
Lipjan,2022,Institucionet publike parauniversitare,18-19,Mashkull,6072
Lipjan,2022,Institucionet publike parauniversitare,18-19,Femer,5551
Lipjan,2023,Para-fillor,5-6,Mashkull,412
Lipjan,2023,Para-fillor,5-6,Femer,376
Lipjan,2023,Fillor mesem i ulet,6-15,Mashkull,4256
Lipjan,2023,Fillor mesem i ulet,6-15,Femer,3812
Lipjan,2023,Mesem i larte,15-18,Mashkull,1126
Lipjan,2023,Mesem i larte,15-18,Femer,1093
Lipjan,2023,Institucionet publike parauniversitare,18-19,Mashkull,5918
Lipjan,2023,Institucionet publike parauniversitare,18-19,Femer,5405
Malisheve,2015,Para-fillor,5-6,Mashkull,568
Malisheve,2015,Para-fillor,5-6,Femer,538
Malisheve,2015,Fillor mesem i ulet,6-15,Mashkull,5529
Malisheve,2015,Fillor mesem i ulet,6-15,Femer,5130
Malisheve,2015,Mesem i larte,15-18,Mashkull,1649
Malisheve,2015,Mesem i larte,15-18,Femer,1607
Malisheve,2015,Institucionet publike parauniversitare,18-19,Mashkull,7746
Malisheve,2015,Institucionet publike parauniversitare,18-19,Femer,7275
Malisheve,2016,Para-fillor,5-6,Mashkull,594
Malisheve,2016,Para-fillor,5-6,Femer,542
Malisheve,2016,Fillor mesem i ulet,6-15,Mashkull,5111
Malisheve,2016,Fillor mesem i ulet,6-15,Femer,4730
Malisheve,2016,Mesem i larte,15-18,Mashkull,1639
Malisheve,2016,Mesem i larte,15-18,Femer,1673
Malisheve,2016,Institucionet publike parauniversitare,18-19,Mashkull,7344
Malisheve,2016,Institucionet publike parauniversitare,18-19,Femer,6945
Malisheve,2017,Para-fillor,5-6,Mashkull,582
Malisheve,2017,Para-fillor,5-6,Femer,505
Malisheve,2017,Fillor mesem i ulet,6-15,Mashkull,4776
Malisheve,2017,Fillor mesem i ulet,6-15,Femer,4552
Malisheve,2017,Mesem i larte,15-18,Mashkull,1497
Malisheve,2017,Mesem i larte,15-18,Femer,1682
Malisheve,2017,Institucionet publike parauniversitare,18-19,Mashkull,6897
Malisheve,2017,Institucionet publike parauniversitare,18-19,Femer,6759
Malisheve,2018,Para-fillor,5-6,Mashkull,535
Malisheve,2018,Para-fillor,5-6,Femer,490
Malisheve,2018,Fillor mesem i ulet,6-15,Mashkull,4721
Malisheve,2018,Fillor mesem i ulet,6-15,Femer,4432
Malisheve,2018,Mesem i larte,15-18,Mashkull,1254
Malisheve,2018,Mesem i larte,15-18,Femer,146
Malisheve,2018,Institucionet publike parauniversitare,18-19,Mashkull,6559
Malisheve,2018,Institucionet publike parauniversitare,18-19,Femer,6412
Malisheve,2019,Para-fillor,5-6,Mashkull,464
Malisheve,2019,Para-fillor,5-6,Femer,460
Malisheve,2019,Fillor mesem i ulet,6-15,Mashkull,4494
Malisheve,2019,Fillor mesem i ulet,6-15,Femer,4163
Malisheve,2019,Mesem i larte,15-18,Mashkull,1198
Malisheve,2019,Mesem i larte,15-18,Femer,1297
Malisheve,2019,Institucionet publike parauniversitare,18-19,Mashkull,6210
Malisheve,2019,Institucionet publike parauniversitare,18-19,Femer,5952
Malisheve,2020,Para-fillor,5-6,Mashkull,438
Malisheve,2020,Para-fillor,5-6,Femer,375
Malisheve,2020,Fillor mesem i ulet,6-15,Mashkull,4263
Malisheve,2020,Fillor mesem i ulet,6-15,Femer,4014
Malisheve,2020,Mesem i larte,15-18,Mashkull,1084
Malisheve,2020,Mesem i larte,15-18,Femer,1184
Malisheve,2020,Institucionet publike parauniversitare,18-19,Mashkull,5827
Malisheve,2020,Institucionet publike parauniversitare,18-19,Femer,5611
Malisheve,2021,Para-fillor,5-6,Mashkull,446
Malisheve,2021,Para-fillor,5-6,Femer,400
Malisheve,2021,Fillor mesem i ulet,6-15,Mashkull,4044
Malisheve,2021,Fillor mesem i ulet,6-15,Femer,3773
Malisheve,2021,Mesem i larte,15-18,Mashkull,986
Malisheve,2021,Mesem i larte,15-18,Femer,1116
Malisheve,2021,Institucionet publike parauniversitare,18-19,Mashkull,5525
Malisheve,2021,Institucionet publike parauniversitare,18-19,Femer,5323
Malisheve,2022,Para-fillor,5-6,Mashkull,398
Malisheve,2022,Para-fillor,5-6,Femer,334
Malisheve,2022,Fillor mesem i ulet,6-15,Mashkull,3891
Malisheve,2022,Fillor mesem i ulet,6-15,Femer,3577
Malisheve,2022,Mesem i larte,15-18,Mashkull,913
Malisheve,2022,Mesem i larte,15-18,Femer,1080
Malisheve,2022,Institucionet publike parauniversitare,18-19,Mashkull,5240
Malisheve,2022,Institucionet publike parauniversitare,18-19,Femer,5025
Malisheve,2023,Para-fillor,5-6,Mashkull,379
Malisheve,2023,Para-fillor,5-6,Femer,373
Malisheve,2023,Fillor mesem i ulet,6-15,Mashkull,3733
Malisheve,2023,Fillor mesem i ulet,6-15,Femer,3380
Malisheve,2023,Mesem i larte,15-18,Mashkull,869
Malisheve,2023,Mesem i larte,15-18,Femer,1116
Malisheve,2023,Institucionet publike parauniversitare,18-19,Mashkull,5083
Malisheve,2023,Institucionet publike parauniversitare,18-19,Femer,4992
Mamushe,2015,Para-fillor,5-6,Mashkull,32
Mamushe,2015,Para-fillor,5-6,Femer,36
Mamushe,2015,Fillor mesem i ulet,6-15,Mashkull,379
Mamushe,2015,Fillor mesem i ulet,6-15,Femer,360
Mamushe,2015,Mesem i larte,15-18,Mashkull,78
Mamushe,2015,Mesem i larte,15-18,Femer,125
Mamushe,2015,Institucionet publike parauniversitare,18-19,Mashkull,489
Mamushe,2015,Institucionet publike parauniversitare,18-19,Femer,521
Mamushe,2016,Para-fillor,5-6,Mashkull,33
Mamushe,2016,Para-fillor,5-6,Femer,23
Mamushe,2016,Fillor mesem i ulet,6-15,Mashkull,350
Mamushe,2016,Fillor mesem i ulet,6-15,Femer,351
Mamushe,2016,Mesem i larte,15-18,Mashkull,137
Mamushe,2016,Mesem i larte,15-18,Femer,84
Mamushe,2016,Institucionet publike parauniversitare,18-19,Mashkull,520
Mamushe,2016,Institucionet publike parauniversitare,18-19,Femer,458
Mamushe,2017,Para-fillor,5-6,Mashkull,39
Mamushe,2017,Para-fillor,5-6,Femer,21
Mamushe,2017,Fillor mesem i ulet,6-15,Mashkull,355
Mamushe,2017,Fillor mesem i ulet,6-15,Femer,338
Mamushe,2017,Mesem i larte,15-18,Mashkull,338
Mamushe,2017,Mesem i larte,15-18,Femer,338
Mamushe,2017,Institucionet publike parauniversitare,18-19,Mashkull,394
Mamushe,2017,Institucionet publike parauniversitare,18-19,Femer,359
Mamushe,2018,Para-fillor,5-6,Mashkull,27
Mamushe,2018,Para-fillor,5-6,Femer,24
Mamushe,2018,Fillor mesem i ulet,6-15,Mashkull,356
Mamushe,2018,Fillor mesem i ulet,6-15,Femer,321
Mamushe,2018,Mesem i larte,15-18,Mashkull,90
Mamushe,2018,Mesem i larte,15-18,Femer,88
Mamushe,2018,Institucionet publike parauniversitare,18-19,Mashkull,473
Mamushe,2018,Institucionet publike parauniversitare,18-19,Femer,433
Mamushe,2019,Para-fillor,5-6,Mashkull,29
Mamushe,2019,Para-fillor,5-6,Femer,40
Mamushe,2019,Fillor mesem i ulet,6-15,Mashkull,343
Mamushe,2019,Fillor mesem i ulet,6-15,Femer,313
Mamushe,2019,Mesem i larte,15-18,Mashkull,84
Mamushe,2019,Mesem i larte,15-18,Femer,74
Mamushe,2019,Institucionet publike parauniversitare,18-19,Mashkull,456
Mamushe,2019,Institucionet publike parauniversitare,18-19,Femer,427
Mamushe,2020,Para-fillor,5-6,Mashkull,36
Mamushe,2020,Para-fillor,5-6,Femer,33
Mamushe,2020,Fillor mesem i ulet,6-15,Mashkull,332
Mamushe,2020,Fillor mesem i ulet,6-15,Femer,332
Mamushe,2020,Mesem i larte,15-18,Mashkull,99
Mamushe,2020,Mesem i larte,15-18,Femer,68
Mamushe,2020,Institucionet publike parauniversitare,18-19,Mashkull,467
Mamushe,2020,Institucionet publike parauniversitare,18-19,Femer,433
Mamushe,2021,Para-fillor,5-6,Mashkull,34
Mamushe,2021,Para-fillor,5-6,Femer,30
Mamushe,2021,Fillor mesem i ulet,6-15,Mashkull,352
Mamushe,2021,Fillor mesem i ulet,6-15,Femer,334
Mamushe,2021,Mesem i larte,15-18,Mashkull,91
Mamushe,2021,Mesem i larte,15-18,Femer,66
Mamushe,2021,Institucionet publike parauniversitare,18-19,Mashkull,477
Mamushe,2021,Institucionet publike parauniversitare,18-19,Femer,430
Mamushe,2022,Para-fillor,5-6,Mashkull,38
Mamushe,2022,Para-fillor,5-6,Femer,28
Mamushe,2022,Fillor mesem i ulet,6-15,Mashkull,352
Mamushe,2022,Fillor mesem i ulet,6-15,Femer,325
Mamushe,2022,Mesem i larte,15-18,Mashkull,67
Mamushe,2022,Mesem i larte,15-18,Femer,61
Mamushe,2022,Institucionet publike parauniversitare,18-19,Mashkull,457
Mamushe,2022,Institucionet publike parauniversitare,18-19,Femer,414
Mamushe,2023,Para-fillor,5-6,Mashkull,35
Mamushe,2023,Para-fillor,5-6,Femer,27
Mamushe,2023,Fillor mesem i ulet,6-15,Mashkull,355
Mamushe,2023,Fillor mesem i ulet,6-15,Femer,323
Mamushe,2023,Mesem i larte,15-18,Mashkull,51
Mamushe,2023,Mesem i larte,15-18,Femer,51
Mamushe,2023,Institucionet publike parauniversitare,18-19,Mashkull,441
Mamushe,2023,Institucionet publike parauniversitare,18-19,Femer,401
Mitrovice,2015,Para-fillor,5-6,Mashkull,481
Mitrovice,2015,Para-fillor,5-6,Femer,413
Mitrovice,2015,Fillor mesem i ulet,6-15,Mashkull,5955
Mitrovice,2015,Fillor mesem i ulet,6-15,Femer,5724
Mitrovice,2015,Mesem i larte,15-18,Mashkull,2232
Mitrovice,2015,Mesem i larte,15-18,Femer,2008
Mitrovice,2015,Institucionet publike parauniversitare,18-19,Mashkull,8860
Mitrovice,2015,Institucionet publike parauniversitare,18-19,Femer,8312
Mitrovice,2016,Para-fillor,5-6,Mashkull,547
Mitrovice,2016,Para-fillor,5-6,Femer,520
Mitrovice,2016,Fillor mesem i ulet,6-15,Mashkull,5752
Mitrovice,2016,Fillor mesem i ulet,6-15,Femer,5443
Mitrovice,2016,Mesem i larte,15-18,Mashkull,2288
Mitrovice,2016,Mesem i larte,15-18,Femer,2163
Mitrovice,2016,Institucionet publike parauniversitare,18-19,Mashkull,8774
Mitrovice,2016,Institucionet publike parauniversitare,18-19,Femer,8279
Mitrovice,2017,Para-fillor,5-6,Mashkull,508
Mitrovice,2017,Para-fillor,5-6,Femer,551
Mitrovice,2017,Fillor mesem i ulet,6-15,Mashkull,5599
Mitrovice,2017,Fillor mesem i ulet,6-15,Femer,5397
Mitrovice,2017,Mesem i larte,15-18,Mashkull,2244
Mitrovice,2017,Mesem i larte,15-18,Femer,2339
Mitrovice,2017,Institucionet publike parauniversitare,18-19,Mashkull,8490
Mitrovice,2017,Institucionet publike parauniversitare,18-19,Femer,8409
Mitrovice,2018,Para-fillor,5-6,Mashkull,569
Mitrovice,2018,Para-fillor,5-6,Femer,489
Mitrovice,2018,Fillor mesem i ulet,6-15,Mashkull,5438
Mitrovice,2018,Fillor mesem i ulet,6-15,Femer,5403
Mitrovice,2018,Mesem i larte,15-18,Mashkull,2122
Mitrovice,2018,Mesem i larte,15-18,Femer,2262
Mitrovice,2018,Institucionet publike parauniversitare,18-19,Mashkull,8279
Mitrovice,2018,Institucionet publike parauniversitare,18-19,Femer,8306
Mitrovice,2019,Para-fillor,5-6,Mashkull,588
Mitrovice,2019,Para-fillor,5-6,Femer,503
Mitrovice,2019,Fillor mesem i ulet,6-15,Mashkull,5352
Mitrovice,2019,Fillor mesem i ulet,6-15,Femer,5261
Mitrovice,2019,Mesem i larte,15-18,Mashkull,1938
Mitrovice,2019,Mesem i larte,15-18,Femer,2201
Mitrovice,2019,Institucionet publike parauniversitare,18-19,Mashkull,8038
Mitrovice,2019,Institucionet publike parauniversitare,18-19,Femer,8123
Mitrovice,2020,Para-fillor,5-6,Mashkull,470
Mitrovice,2020,Para-fillor,5-6,Femer,470
Mitrovice,2020,Fillor mesem i ulet,6-15,Mashkull,5258
Mitrovice,2020,Fillor mesem i ulet,6-15,Femer,5101
Mitrovice,2020,Mesem i larte,15-18,Mashkull,1873
Mitrovice,2020,Mesem i larte,15-18,Femer,2013
Mitrovice,2020,Institucionet publike parauniversitare,18-19,Mashkull,7734
Mitrovice,2020,Institucionet publike parauniversitare,18-19,Femer,7710
Mitrovice,2021,Para-fillor,5-6,Mashkull,442
Mitrovice,2021,Para-fillor,5-6,Femer,429
Mitrovice,2021,Fillor mesem i ulet,6-15,Mashkull,5149
Mitrovice,2021,Fillor mesem i ulet,6-15,Femer,4973
Mitrovice,2021,Mesem i larte,15-18,Mashkull,1774
Mitrovice,2021,Mesem i larte,15-18,Femer,1909
Mitrovice,2021,Institucionet publike parauniversitare,18-19,Mashkull,7532
Mitrovice,2021,Institucionet publike parauniversitare,18-19,Femer,7487
Mitrovice,2022,Para-fillor,5-6,Mashkull,492
Mitrovice,2022,Para-fillor,5-6,Femer,459
