Komuna,Viti Akademik,Niveli Akademik,Mosha,Gjinia,Numri i nxenesve,Komuna_encoded,Niveli Akademik_encoded,Mosha_encoded,Gjinia_encoded,TSNE-1,TSNE-2,Cluster
Malisheve,2021,Mesem i larte,15-18,Femer,1116,16,2,0,0,6.15645,47.038372,5
Malisheve,2021,Institucionet publike parauniversitare,18-19,Mashkull,5525,16,1,1,1,-19.626055,-33.202934,6
Malisheve,2021,Institucionet publike parauniversitare,18-19,Femer,5323,16,1,1,0,-7.3480167,-2.0742528,7
Malisheve,2022,Para-fillor,5-6,Mashkull,398,16,3,2,1,50.183945,-5.2747273,0
Malisheve,2022,Para-fillor,5-6,Femer,334,16,3,2,0,46.264175,45.477207,1
Malisheve,2022,Fillor mesem i ulet,6-15,Mashkull,3891,16,0,3,1,-48.080517,-4.423361,2
Malisheve,2022,Fillor mesem i ulet,6-15,Femer,3577,16,0,3,0,-43.71858,34.040306,3
Malisheve,2022,Mesem i larte,15-18,Mashkull,913,16,2,0,1,17.68129,-61.10059,4
Malisheve,2022,Mesem i larte,15-18,Femer,1080,16,2,0,0,6.223757,49.228348,5
Malisheve,2022,Institucionet publike parauniversitare,18-19,Mashkull,5240,16,1,1,1,-18.668058,-33.29841,6
Malisheve,2022,Institucionet publike parauniversitare,18-19,Femer,5025,16,1,1,0,-6.706212,-1.3175373,7
Malisheve,2023,Para-fillor,5-6,Mashkull,379,16,3,2,1,48.912125,-4.6919413,0
Malisheve,2023,Para-fillor,5-6,Femer,373,16,3,2,0,46.16622,46.869904,1
Malisheve,2023,Fillor mesem i ulet,6-15,Mashkull,3733,16,0,3,1,-47.92894,-3.626,2
Malisheve,2023,Fillor mesem i ulet,6-15,Femer,3380,16,0,3,0,-44.531006,34.341698,3
Malisheve,2023,Mesem i larte,15-18,Mashkull,869,16,2,0,1,17.41066,-62.39329,4
Malisheve,2023,Mesem i larte,15-18,Femer,1116,16,2,0,0,6.216676,50.54734,5
Malisheve,2023,Institucionet publike parauniversitare,18-19,Mashkull,5083,16,1,1,1,-18.023941,-33.292706,6
Malisheve,2023,Institucionet publike parauniversitare,18-19,Femer,4992,16,1,1,0,-6.4025006,-0.76969665,7
Mamushe,2015,Para-fillor,5-6,Mashkull,32,17,3,2,1,65.74148,-13.106794,0
Mamushe,2015,Para-fillor,5-6,Femer,36,17,3,2,0,46.831863,27.990173,1
Mamushe,2015,Fillor mesem i ulet,6-15,Mashkull,379,17,0,3,1,-57.214924,-10.899957,2
Mamushe,2015,Fillor mesem i ulet,6-15,Femer,360,17,0,3,0,-33.53637,37.65832,3
Mamushe,2015,Mesem i larte,15-18,Mashkull,78,17,2,0,1,19.75831,-45.853992,4
Mamushe,2015,Mesem i larte,15-18,Femer,125,17,2,0,0,4.4013057,33.902718,5
Mamushe,2015,Institucionet publike parauniversitare,18-19,Mashkull,489,17,1,1,1,-14.169269,-42.772377,6
Mamushe,2015,Institucionet publike parauniversitare,18-19,Femer,521,17,1,1,0,8.642831,5.0256767,7
Mamushe,2016,Para-fillor,5-6,Mashkull,33,17,3,2,1,64.48035,-12.511849,0
Mamushe,2016,Para-fillor,5-6,Femer,23,17,3,2,0,46.740093,29.38679,1
Mamushe,2016,Fillor mesem i ulet,6-15,Mashkull,350,17,0,3,1,-58.05862,-10.835794,2
Mamushe,2016,Fillor mesem i ulet,6-15,Femer,351,17,0,3,0,-34.414234,37.74574,3
Mamushe,2016,Mesem i larte,15-18,Mashkull,137,17,2,0,1,19.475634,-47.031956,4
Mamushe,2016,Mesem i larte,15-18,Femer,84,17,2,0,0,4.484711,34.972755,5
Mamushe,2016,Institucionet publike parauniversitare,18-19,Mashkull,520,17,1,1,1,-14.302904,-43.537674,6
Mamushe,2016,Institucionet publike parauniversitare,18-19,Femer,458,17,1,1,0,7.868895,5.018735,7
Mamushe,2017,Para-fillor,5-6,Mashkull,39,17,3,2,1,62.25266,-11.466215,0
Mamushe,2017,Para-fillor,5-6,Femer,21,17,3,2,0,46.601284,31.834602,1
Mamushe,2017,Fillor mesem i ulet,6-15,Mashkull,355,17,0,3,1,-59.312668,-10.722492,2
Mamushe,2017,Fillor mesem i ulet,6-15,Femer,338,17,0,3,0,-35.72961,37.88819,3
Mamushe,2017,Mesem i larte,15-18,Mashkull,338,17,2,0,1,19.084349,-49.26687,4
Mamushe,2017,Mesem i larte,15-18,Femer,338,17,2,0,0,5.0263705,37.82425,5
Mamushe,2017,Institucionet publike parauniversitare,18-19,Mashkull,394,17,1,1,1,-14.596581,-44.663166,6
Mamushe,2017,Institucionet publike parauniversitare,18-19,Femer,359,17,1,1,0,6.699453,5.0589757,7
Mamushe,2018,Para-fillor,5-6,Mashkull,27,17,3,2,1,59.737537,-10.279252,0
Mamushe,2018,Para-fillor,5-6,Femer,24,17,3,2,0,46.418957,34.643726,1
Mamushe,2018,Fillor mesem i ulet,6-15,Mashkull,356,17,0,3,1,-60.850994,-10.641187,2
Mamushe,2018,Fillor mesem i ulet,6-15,Femer,321,17,0,3,0,-37.40632,38.103153,3
Mamushe,2018,Mesem i larte,15-18,Mashkull,90,17,2,0,1,18.715399,-51.78274,4
Mamushe,2018,Mesem i larte,15-18,Femer,88,17,2,0,0,5.435573,39.957428,5
Mamushe,2018,Institucionet publike parauniversitare,18-19,Mashkull,473,17,1,1,1,-14.963438,-46.018623,6
Mamushe,2018,Institucionet publike parauniversitare,18-19,Femer,433,17,1,1,0,5.2984147,5.1385655,7
Mamushe,2019,Para-fillor,5-6,Mashkull,29,17,3,2,1,57.24424,-9.126588,0
Mamushe,2019,Para-fillor,5-6,Femer,40,17,3,2,0,46.239258,37.38786,1
Mamushe,2019,Fillor mesem i ulet,6-15,Mashkull,343,17,0,3,1,-62.527725,-10.614432,2
Mamushe,2019,Fillor mesem i ulet,6-15,Femer,313,17,0,3,0,-39.273758,38.40858,3
Mamushe,2019,Mesem i larte,15-18,Mashkull,84,17,2,0,1,18.374233,-54.00346,4
Mamushe,2019,Mesem i larte,15-18,Femer,74,17,2,0,0,5.4674845,41.90314,5
Mamushe,2019,Institucionet publike parauniversitare,18-19,Mashkull,456,17,1,1,1,-15.483502,-47.433304,6
Mamushe,2019,Institucionet publike parauniversitare,18-19,Femer,427,17,1,1,0,3.7952483,5.099601,7
Mamushe,2020,Para-fillor,5-6,Mashkull,36,17,3,2,1,54.750862,-8.020767,0
Mamushe,2020,Para-fillor,5-6,Femer,33,17,3,2,0,46.057835,40.12171,1
Mamushe,2020,Fillor mesem i ulet,6-15,Mashkull,332,17,0,3,1,-64.19561,-10.661259,2
Mamushe,2020,Fillor mesem i ulet,6-15,Femer,332,17,0,3,0,-41.17356,38.735485,3
Mamushe,2020,Mesem i larte,15-18,Mashkull,99,17,2,0,1,18.00363,-56.48416,4
Mamushe,2020,Mesem i larte,15-18,Femer,68,17,2,0,0,5.5335436,44.770405,5
Mamushe,2020,Institucionet publike parauniversitare,18-19,Mashkull,467,17,1,1,1,-16.081102,-48.822495,6
Mamushe,2020,Institucionet publike parauniversitare,18-19,Femer,433,17,1,1,0,2.2708807,4.9956985,7
Mamushe,2021,Para-fillor,5-6,Mashkull,34,17,3,2,1,52.199795,-6.8696346,0
Mamushe,2021,Para-fillor,5-6,Femer,30,17,3,2,0,45.836746,42.945786,1
Mamushe,2021,Fillor mesem i ulet,6-15,Mashkull,352,17,0,3,1,-65.78448,-10.793699,2
Mamushe,2021,Fillor mesem i ulet,6-15,Femer,334,17,0,3,0,-42.949745,39.042942,3
Mamushe,2021,Mesem i larte,15-18,Mashkull,91,17,2,0,1,17.56521,-58.92796,4
Mamushe,2021,Mesem i larte,15-18,Femer,66,17,2,0,0,5.6026516,47.143513,5
Mamushe,2021,Institucionet publike parauniversitare,18-19,Mashkull,477,17,1,1,1,-16.72536,-50.128155,6
Mamushe,2021,Institucionet publike parauniversitare,18-19,Femer,430,17,1,1,0,0.79709876,4.8313274,7
Mamushe,2022,Para-fillor,5-6,Mashkull,38,17,3,2,1,49.924503,-5.8464055,0
Mamushe,2022,Para-fillor,5-6,Femer,28,17,3,2,0,45.646206,45.4189,1
Mamushe,2022,Fillor mesem i ulet,6-15,Mashkull,352,17,0,3,1,-67.117134,-11.003176,2
Mamushe,2022,Fillor mesem i ulet,6-15,Femer,325,17,0,3,0,-44.34362,39.35557,3
Mamushe,2022,Mesem i larte,15-18,Mashkull,67,17,2,0,1,17.143913,-61.00419,4
Mamushe,2022,Mesem i larte,15-18,Femer,61,17,2,0,0,5.6646595,49.25035,5
Mamushe,2022,Institucionet publike parauniversitare,18-19,Mashkull,457,17,1,1,1,-17.294006,-51.22702,6
Mamushe,2022,Institucionet publike parauniversitare,18-19,Femer,414,17,1,1,0,-0.43574417,4.630754,7
Mamushe,2023,Para-fillor,5-6,Mashkull,35,17,3,2,1,48.63793,-5.285935,0
Mamushe,2023,Para-fillor,5-6,Femer,27,17,3,2,0,45.539078,46.816776,1
Mamushe,2023,Fillor mesem i ulet,6-15,Mashkull,355,17,0,3,1,-67.993286,-11.124152,2
Mamushe,2023,Fillor mesem i ulet,6-15,Femer,323,17,0,3,0,-45.230434,39.579777,3
Mamushe,2023,Mesem i larte,15-18,Mashkull,51,17,2,0,1,16.883862,-62.264168,4
Mamushe,2023,Mesem i larte,15-18,Femer,51,17,2,0,0,5.6682534,50.52429,5
Mamushe,2023,Institucionet publike parauniversitare,18-19,Mashkull,441,17,1,1,1,-17.620197,-51.967678,6
Mamushe,2023,Institucionet publike parauniversitare,18-19,Femer,401,17,1,1,0,-1.2456993,4.478885,7
Mitrovice,2015,Para-fillor,5-6,Mashkull,481,18,3,2,1,65.442345,-13.6979685,0
Mitrovice,2015,Para-fillor,5-6,Femer,413,18,3,2,0,46.18818,27.959887,1
Mitrovice,2015,Fillor mesem i ulet,6-15,Mashkull,5955,18,0,3,1,-48.759583,-12.346653,2
Mitrovice,2015,Fillor mesem i ulet,6-15,Femer,5724,18,0,3,0,-35.865753,29.40154,3
Mitrovice,2015,Mesem i larte,15-18,Mashkull,2232,18,2,0,1,17.39708,-46.014996,4
Mitrovice,2015,Mesem i larte,15-18,Femer,2008,18,2,0,0,2.329364,34.902496,5
Mitrovice,2015,Institucionet publike parauniversitare,18-19,Mashkull,8860,18,1,1,1,-25.585453,-31.490332,6
Mitrovice,2015,Institucionet publike parauniversitare,18-19,Femer,8312,18,1,1,0,-12.817331,-5.474624,7
Mitrovice,2016,Para-fillor,5-6,Mashkull,547,18,3,2,1,64.19465,-13.064021,0
Mitrovice,2016,Para-fillor,5-6,Femer,520,18,3,2,0,46.11241,29.371468,1
Mitrovice,2016,Fillor mesem i ulet,6-15,Mashkull,5752,18,0,3,1,-48.800938,-11.621538,2
Mitrovice,2016,Fillor mesem i ulet,6-15,Femer,5443,18,0,3,0,-36.47683,29.847544,3
Mitrovice,2016,Mesem i larte,15-18,Mashkull,2288,18,2,0,1,17.19256,-47.076447,4
Mitrovice,2016,Mesem i larte,15-18,Femer,2163,18,2,0,0,2.532964,36.04834,5
Mitrovice,2016,Institucionet publike parauniversitare,18-19,Mashkull,8774,18,1,1,1,-24.989202,-31.4899,6
Mitrovice,2016,Institucionet publike parauniversitare,18-19,Femer,8279,18,1,1,0,-12.45064,-5.0078363,7
Mitrovice,2017,Para-fillor,5-6,Mashkull,508,18,3,2,1,61.990288,-12.006463,0
Mitrovice,2017,Para-fillor,5-6,Femer,551,18,3,2,0,45.958225,31.80079,1
Mitrovice,2017,Fillor mesem i ulet,6-15,Mashkull,5599,18,0,3,1,-48.655632,-10.583995,2
Mitrovice,2017,Fillor mesem i ulet,6-15,Femer,5397,18,0,3,0,-37.44649,30.303362,3
Mitrovice,2017,Mesem i larte,15-18,Mashkull,2244,18,2,0,1,16.91225,-48.791424,4
Mitrovice,2017,Mesem i larte,15-18,Femer,2339,18,2,0,0,2.581332,37.52047,5
Mitrovice,2017,Institucionet publike parauniversitare,18-19,Mashkull,8490,18,1,1,1,-24.117256,-31.539513,6
Mitrovice,2017,Institucionet publike parauniversitare,18-19,Femer,8409,18,1,1,0,-12.057955,-4.258244,7
Mitrovice,2018,Para-fillor,5-6,Mashkull,569,18,3,2,1,59.465786,-10.853084,0
Mitrovice,2018,Para-fillor,5-6,Femer,489,18,3,2,0,45.783314,34.595894,1
Mitrovice,2018,Fillor mesem i ulet,6-15,Mashkull,5438,18,0,3,1,-48.343567,-9.397142,2
Mitrovice,2018,Fillor mesem i ulet,6-15,Femer,5403,18,0,3,0,-38.639427,30.785141,3
Mitrovice,2018,Mesem i larte,15-18,Mashkull,2122,18,2,0,1,16.564611,-50.98439,4
Mitrovice,2018,Mesem i larte,15-18,Femer,2262,18,2,0,0,2.5815492,39.901096,5
Mitrovice,2018,Institucionet publike parauniversitare,18-19,Mashkull,8279,18,1,1,1,-23.076141,-31.490023,6
Mitrovice,2018,Institucionet publike parauniversitare,18-19,Femer,8306,18,1,1,0,-11.472544,-3.4732568,7
Mitrovice,2019,Para-fillor,5-6,Mashkull,588,18,3,2,1,56.98079,-9.725946,0
Mitrovice,2019,Para-fillor,5-6,Femer,503,18,3,2,0,45.612465,37.326397,1
Mitrovice,2019,Fillor mesem i ulet,6-15,Mashkull,5352,18,0,3,1,-47.960808,-8.173386,2
Mitrovice,2019,Fillor mesem i ulet,6-15,Femer,5261,18,0,3,0,-39.94634,31.37012,3
Mitrovice,2019,Mesem i larte,15-18,Mashkull,1938,18,2,0,1,16.307747,-53.852066,4
Mitrovice,2019,Mesem i larte,15-18,Femer,2201,18,2,0,0,2.9038072,42.71062,5
Mitrovice,2019,Institucionet publike parauniversitare,18-19,Mashkull,8038,18,1,1,1,-21.946104,-31.49203,6
Mitrovice,2019,Institucionet publike parauniversitare,18-19,Femer,8123,18,1,1,0,-10.747233,-2.7325103,7
Mitrovice,2020,Para-fillor,5-6,Mashkull,470,18,3,2,1,54.506893,-8.5933075,0
Mitrovice,2020,Para-fillor,5-6,Femer,470,18,3,2,0,45.418133,40.057083,1
Mitrovice,2020,Fillor mesem i ulet,6-15,Mashkull,5258,18,0,3,1,-47.61036,-6.9267697,2
Mitrovice,2020,Fillor mesem i ulet,6-15,Femer,5101,18,0,3,0,-41.305195,31.95655,3
Mitrovice,2020,Mesem i larte,15-18,Mashkull,1873,18,2,0,1,16.082972,-56.05289,4
Mitrovice,2020,Mesem i larte,15-18,Femer,2013,18,2,0,0,3.3090124,44.584915,5
Mitrovice,2020,Institucionet publike parauniversitare,18-19,Mashkull,7734,18,1,1,1,-20.788311,-31.597618,6
Mitrovice,2020,Institucionet publike parauniversitare,18-19,Femer,7710,18,1,1,0,-9.848764,-2.0349054,7
Mitrovice,2021,Para-fillor,5-6,Mashkull,442,18,3,2,1,51.948357,-7.4454365,0
Mitrovice,2021,Para-fillor,5-6,Femer,429,18,3,2,0,45.208614,42.880074,1
Mitrovice,2021,Fillor mesem i ulet,6-15,Mashkull,5149,18,0,3,1,-47.363113,-5.698475,2
Mitrovice,2021,Fillor mesem i ulet,6-15,Femer,4973,18,0,3,0,-42.62053,32.489662,3
Mitrovice,2021,Mesem i larte,15-18,Mashkull,1774,18,2,0,1,15.780487,-58.320442,4
Mitrovice,2021,Mesem i larte,15-18,Femer,1909,18,2,0,0,3.562609,46.93007,5
Mitrovice,2021,Institucionet publike parauniversitare,18-19,Mashkull,7532,18,1,1,1,-19.691734,-31.728767,6
Mitrovice,2021,Institucionet publike parauniversitare,18-19,Femer,7487,18,1,1,0,-9.033592,-1.3417109,7
Mitrovice,2022,Para-fillor,5-6,Mashkull,492,18,3,2,1,49.678288,-6.4505396,0
Mitrovice,2022,Para-fillor,5-6,Femer,459,18,3,2,0,45.004543,45.353977,1
Mitrovice,2022,Fillor mesem i ulet,6-15,Mashkull,5042,18,0,3,1,-47.229362,-4.6128874,2
Mitrovice,2022,Fillor mesem i ulet,6-15,Femer,4800,18,0,3,0,-43.75613,32.951466,3
Mitrovice,2022,Mesem i larte,15-18,Mashkull,1614,18,2,0,1,15.493187,-60.379833,4
Mitrovice,2022,Mesem i larte,15-18,Femer,1854,18,2,0,0,3.6475112,48.94966,5
Mitrovice,2022,Institucionet publike parauniversitare,18-19,Mashkull,7289,18,1,1,1,-18.75307,-31.936855,6
Mitrovice,2022,Institucionet publike parauniversitare,18-19,Femer,7266,18,1,1,0,-8.305358,-0.7333981,7
Mitrovice,2023,Para-fillor,5-6,Mashkull,454,18,3,2,1,48.38065,-5.901325,0
Mitrovice,2023,Para-fillor,5-6,Femer,431,18,3,2,0,44.863674,46.74353,1
Mitrovice,2023,Fillor mesem i ulet,6-15,Mashkull,4895,18,0,3,1,-47.18031,-3.8053057,2
Mitrovice,2023,Fillor mesem i ulet,6-15,Femer,4686,18,0,3,0,-44.53626,33.20862,3
Mitrovice,2023,Mesem i larte,15-18,Mashkull,1532,18,2,0,1,15.284505,-61.639957,4
Mitrovice,2023,Mesem i larte,15-18,Femer,1776,18,2,0,0,3.7016957,50.181156,5
Mitrovice,2023,Institucionet publike parauniversitare,18-19,Mashkull,7043,18,1,1,1,-18.06474,-32.11476,6
Mitrovice,2023,Institucionet publike parauniversitare,18-19,Femer,7029,18,1,1,0,-7.809103,-0.26074722,7
Novoberde,2015,Para-fillor,5-6,Mashkull,29,19,3,2,1,65.15817,-14.236548,0
Novoberde,2015,Para-fillor,5-6,Femer,19,19,3,2,0,45.594208,27.944279,1
Novoberde,2015,Fillor mesem i ulet,6-15,Mashkull,256,19,0,3,1,-57.28117,-10.363957,2
Novoberde,2015,Fillor mesem i ulet,6-15,Femer,232,19,0,3,0,-33.68433,37.20757,3
Novoberde,2015,Mesem i larte,15-18,Mashkull,17,19,2,0,1,19.132944,-45.86373,4
Novoberde,2015,Mesem i larte,15-18,Femer,14,19,2,0,0,3.7455244,34.03501,5
Novoberde,2015,Institucionet publike parauniversitare,18-19,Mashkull,302,19,1,1,1,-13.75278,-42.86748,6
Novoberde,2015,Institucionet publike parauniversitare,18-19,Femer,265,19,1,1,0,8.564338,5.453761,7
Novoberde,2016,Para-fillor,5-6,Mashkull,23,19,3,2,1,63.934414,-13.598527,0
Novoberde,2016,Para-fillor,5-6,Femer,23,19,3,2,0,45.54316,29.333277,1
Novoberde,2016,Fillor mesem i ulet,6-15,Mashkull,257,19,0,3,1,-58.103462,-10.269083,2
Novoberde,2016,Fillor mesem i ulet,6-15,Femer,224,19,0,3,0,-34.554184,37.272083,3
Novoberde,2016,Mesem i larte,15-18,Mashkull,33,19,2,0,1,18.913864,-46.960236,4
Novoberde,2016,Mesem i larte,15-18,Femer,28,19,2,0,0,3.8526719,35.023266,5
Novoberde,2016,Institucionet publike parauniversitare,18-19,Mashkull,313,19,1,1,1,-13.86499,-43.635025,6
Novoberde,2016,Institucionet publike parauniversitare,18-19,Femer,275,19,1,1,0,7.7803073,5.487949,7
Novoberde,2017,Para-fillor,5-6,Mashkull,12,19,3,2,1,61.728355,-12.524749,0
Novoberde,2017,Para-fillor,5-6,Femer,30,19,3,2,0,45.396282,31.76644,1
Novoberde,2017,Fillor mesem i ulet,6-15,Mashkull,256,19,0,3,1,-59.320305,-10.168528,2
Novoberde,2017,Fillor mesem i ulet,6-15,Femer,222,19,0,3,0,-35.848255,37.404537,3
Novoberde,2017,Mesem i larte,15-18,Mashkull,41,19,2,0,1,18.506554,-49.15753,4
Novoberde,2017,Mesem i larte,15-18,Femer,30,19,2,0,0,4.4294167,38.177055,5
Novoberde,2017,Institucionet publike parauniversitare,18-19,Mashkull,309,19,1,1,1,-14.106425,-44.752956,6
Novoberde,2017,Institucionet publike parauniversitare,18-19,Femer,282,19,1,1,0,6.6077456,5.585227,7
Novoberde,2018,Para-fillor,5-6,Mashkull,20,19,3,2,1,59.20646,-11.371794,0
Novoberde,2018,Para-fillor,5-6,Femer,23,19,3,2,0,45.208416,34.563416,1
Novoberde,2018,Fillor mesem i ulet,6-15,Mashkull,235,19,0,3,1,-60.85294,-10.111941,2
Novoberde,2018,Fillor mesem i ulet,6-15,Femer,232,19,0,3,0,-37.502678,37.62203,3
Novoberde,2018,Mesem i larte,15-18,Mashkull,46,19,2,0,1,18.094326,-51.690067,4
Novoberde,2018,Mesem i larte,15-18,Femer,30,19,2,0,0,4.7215924,40.03011,5
Novoberde,2018,Institucionet publike parauniversitare,18-19,Mashkull,301,19,1,1,1,-14.4976015,-46.10579,6
Novoberde,2018,Institucionet publike parauniversitare,18-19,Femer,285,19,1,1,0,5.2090034,5.6615467,7
Novoberde,2019,Para-fillor,5-6,Mashkull,24,19,3,2,1,56.719246,-10.242556,0
Novoberde,2019,Para-fillor,5-6,Femer,20,19,3,2,0,45.01274,37.292786,1
Novoberde,2019,Fillor mesem i ulet,6-15,Mashkull,237,19,0,3,1,-62.51555,-10.090864,2
Novoberde,2019,Fillor mesem i ulet,6-15,Femer,232,19,0,3,0,-39.3705,37.929466,3
Novoberde,2019,Mesem i larte,15-18,Mashkull,30,19,2,0,1,17.772228,-53.88658,4
Novoberde,2019,Mesem i larte,15-18,Femer,17,19,2,0,0,4.7799954,41.884296,5
Novoberde,2019,Institucionet publike parauniversitare,18-19,Mashkull,291,19,1,1,1,-15.021338,-47.52864,6
Novoberde,2019,Institucionet publike parauniversitare,18-19,Femer,269,19,1,1,0,3.710417,5.6139374,7
Novoberde,2020,Para-fillor,5-6,Mashkull,18,19,3,2,1,54.250565,-9.124109,0
Novoberde,2020,Para-fillor,5-6,Femer,33,19,3,2,0,44.82564,40.017788,1
Novoberde,2020,Fillor mesem i ulet,6-15,Mashkull,240,19,0,3,1,-64.18479,-10.128595,2
Novoberde,2020,Fillor mesem i ulet,6-15,Femer,224,19,0,3,0,-41.2819,38.25937,3
Novoberde,2020,Mesem i larte,15-18,Mashkull,22,19,2,0,1,17.39753,-56.370247,4
Novoberde,2020,Mesem i larte,15-18,Femer,20,19,2,0,0,4.9000463,44.810486,5
Novoberde,2020,Institucionet publike parauniversitare,18-19,Mashkull,280,19,1,1,1,-15.61969,-48.91712,6
Novoberde,2020,Institucionet publike parauniversitare,18-19,Femer,277,19,1,1,0,2.190896,5.5011225,7
Novoberde,2021,Para-fillor,5-6,Mashkull,29,19,3,2,1,51.712162,-7.9811287,0
Novoberde,2021,Para-fillor,5-6,Femer,26,19,3,2,0,44.62588,42.820892,1
Novoberde,2021,Fillor mesem i ulet,6-15,Mashkull,238,19,0,3,1,-65.76208,-10.258564,2
Novoberde,2021,Fillor mesem i ulet,6-15,Femer,234,19,0,3,0,-43.055347,38.548546,3
Novoberde,2021,Mesem i larte,15-18,Mashkull,18,19,2,0,1,16.932634,-58.80087,4
Novoberde,2021,Mesem i larte,15-18,Femer,27,19,2,0,0,4.9510865,47.149582,5
Novoberde,2021,Institucionet publike parauniversitare,18-19,Mashkull,285,19,1,1,1,-16.256454,-50.221886,6
Novoberde,2021,Institucionet publike parauniversitare,18-19,Femer,287,19,1,1,0,0.72083896,5.347727,7
Novoberde,2022,Para-fillor,5-6,Mashkull,21,19,3,2,1,49.44244,-7.003563,0
Novoberde,2022,Para-fillor,5-6,Femer,24,19,3,2,0,44.418743,45.291916,1
Novoberde,2022,Fillor mesem i ulet,6-15,Mashkull,244,19,0,3,1,-67.05646,-10.452233,2
Novoberde,2022,Fillor mesem i ulet,6-15,Femer,243,19,0,3,0,-44.41816,38.828686,3
Novoberde,2022,Mesem i larte,15-18,Mashkull,20,19,2,0,1,16.481783,-60.829773,4
Novoberde,2022,Mesem i larte,15-18,Femer,30,19,2,0,0,4.962388,49.229946,5
Novoberde,2022,Institucionet publike parauniversitare,18-19,Mashkull,285,19,1,1,1,-16.823671,-51.309364,6
Novoberde,2022,Institucionet publike parauniversitare,18-19,Femer,297,19,1,1,0,-0.48404995,5.1568527,7
Novoberde,2023,Para-fillor,5-6,Mashkull,33,19,3,2,1,48.15239,-6.4715533,0
Novoberde,2023,Para-fillor,5-6,Femer,24,19,3,2,0,44.26402,46.669636,1
Novoberde,2023,Fillor mesem i ulet,6-15,Mashkull,221,19,0,3,1,-67.92507,-10.595641,2
Novoberde,2023,Fillor mesem i ulet,6-15,Femer,237,19,0,3,0,-45.2808,39.04411,3
Novoberde,2023,Mesem i larte,15-18,Mashkull,23,19,2,0,1,16.203585,-62.044056,4
Novoberde,2023,Mesem i larte,15-18,Femer,24,19,2,0,0,4.9343843,50.45102,5
Novoberde,2023,Institucionet publike parauniversitare,18-19,Mashkull,277,19,1,1,1,-17.165741,-52.04481,6
Novoberde,2023,Institucionet publike parauniversitare,18-19,Femer,285,19,1,1,0,-1.2715275,4.9803047,7
Obiliq,2015,Para-fillor,5-6,Mashkull,157,20,3,2,1,64.842804,-14.79788,0
Obiliq,2015,Para-fillor,5-6,Femer,163,20,3,2,0,44.945454,27.937304,1
Obiliq,2015,Fillor mesem i ulet,6-15,Mashkull,1687,20,0,3,1,-57.278084,-9.666831,2
Obiliq,2015,Fillor mesem i ulet,6-15,Femer,1627,20,0,3,0,-33.870872,36.573853,3
Obiliq,2015,Mesem i larte,15-18,Mashkull,348,20,2,0,1,18.79963,-45.84642,4
Obiliq,2015,Mesem i larte,15-18,Femer,306,20,2,0,0,3.3803906,34.126827,5
Obiliq,2015,Institucionet publike parauniversitare,18-19,Mashkull,2243,20,1,1,1,-12.8987055,-43.12934,6
Obiliq,2015,Institucionet publike parauniversitare,18-19,Femer,2125,20,1,1,0,8.289401,6.295413,7
Obiliq,2016,Para-fillor,5-6,Mashkull,168,20,3,2,1,63.644653,-14.147499,0
Obiliq,2016,Para-fillor,5-6,Femer,154,20,3,2,0,44.933113,29.317768,1
Obiliq,2016,Fillor mesem i ulet,6-15,Mashkull,1656,20,0,3,1,-57.981327,-9.555988,2
Obiliq,2016,Fillor mesem i ulet,6-15,Femer,1555,20,0,3,0,-34.645035,36.620377,3
Obiliq,2016,Mesem i larte,15-18,Mashkull,396,20,2,0,1,18.628119,-46.95156,4
Obiliq,2016,Mesem i larte,15-18,Femer,352,20,2,0,0,3.5611956,35.108887,5
Obiliq,2016,Institucionet publike parauniversitare,18-19,Mashkull,2273,20,1,1,1,-12.91061,-43.734295,6
Obiliq,2016,Institucionet publike parauniversitare,18-19,Femer,2090,20,1,1,0,7.6449046,6.391518,7
Obiliq,2017,Para-fillor,5-6,Mashkull,188,20,3,2,1,61.434387,-13.08415,0
Obiliq,2017,Para-fillor,5-6,Femer,158,20,3,2,0,44.795933,31.754953,1
Obiliq,2017,Fillor mesem i ulet,6-15,Mashkull,1585,20,0,3,1,-59.197815,-9.496751,2
Obiliq,2017,Fillor mesem i ulet,6-15,Femer,1540,20,0,3,0,-35.92734,36.766273,3
Obiliq,2017,Mesem i larte,15-18,Mashkull,407,20,2,0,1,18.246391,-49.115467,4
Obiliq,2017,Mesem i larte,15-18,Femer,390,20,2,0,0,4.108102,38.186455,5
Obiliq,2017,Institucionet publike parauniversitare,18-19,Mashkull,2229,20,1,1,1,-13.1057005,-44.80415,6
Obiliq,2017,Institucionet publike parauniversitare,18-19,Femer,2119,20,1,1,0,6.51708,6.5269823,7
Obiliq,2018,Para-fillor,5-6,Mashkull,164,20,3,2,1,58.935272,-11.923371,0
Obiliq,2018,Para-fillor,5-6,Femer,171,20,3,2,0,44.58414,34.522633,1
Obiliq,2018,Fillor mesem i ulet,6-15,Mashkull,1621,20,0,3,1,-60.762302,-9.443536,2
Obiliq,2018,Fillor mesem i ulet,6-15,Femer,1515,20,0,3,0,-37.59935,37.01808,3
Obiliq,2018,Mesem i larte,15-18,Mashkull,384,20,2,0,1,17.771366,-51.62447,4
Obiliq,2018,Mesem i larte,15-18,Femer,369,20,2,0,0,4.338411,40.060314,5
Obiliq,2018,Institucionet publike parauniversitare,18-19,Mashkull,2213,20,1,1,1,-13.516364,-46.17912,6
